,Source,Dest,Number of SP,SP length,Disparity
162,3,22,1,1,0.0
163,3,23,6,2,1.0
164,3,24,46,5,0.5516908212560434
165,3,25,47,3,0.9207523897625612
166,3,26,32,6,0.4563172043010765
167,3,27,7,2,1.0
168,3,28,32,5,0.5475806451612882
169,3,29,5,2,1.0
170,3,30,1,1,0.0
171,3,31,1,2,0.0
172,3,32,5,2,1.0
173,3,33,1,1,0.0
174,3,34,1,1,0.0
175,3,35,7,2,1.0
176,3,36,32,4,0.6844758064516129
177,3,37,1,1,0.0
178,3,38,8,2,1.0
179,3,39,4,2,1.0
180,3,40,1,1,0.0
181,3,41,5,2,1.0
182,3,42,1,1,0.0
183,3,43,1,1,0.0
184,3,44,46,4,0.6896135265700483
185,3,45,1,1,0.0
186,3,46,4,2,1.0
187,3,47,1,1,0.0
188,3,48,1,1,0.0
189,3,49,1,1,0.0
190,4,5,54,4,0.7858141160027953
191,4,6,4,3,0.6666666666666669
192,4,7,1,2,0.0
193,4,8,1,2,0.0
194,4,9,42,4,0.7212543554006968
195,4,10,2,3,0.6666666666666667
196,4,11,4,3,0.6666666666666669
197,4,12,1,2,0.0
198,4,13,3,3,0.6666666666666666
199,4,14,7,3,0.7460317460317457
200,4,15,1,1,0.0
201,4,16,1,1,0.0
202,4,17,9,3,0.7314814814814818
203,4,18,27,6,0.4767331433998109
204,4,19,6,2,1.0
205,4,20,1,2,0.0
206,4,21,2,2,1.0
207,4,22,7,2,1.0
208,4,23,1,1,0.0
209,4,24,42,6,0.4808362369337964
210,4,25,42,4,0.7212543554006968
211,4,26,27,7,0.4086284086284086
212,4,27,7,3,0.7460317460317457
213,4,28,27,6,0.4767331433998109
214,4,29,7,3,0.8095238095238093
215,4,30,1,1,0.0
216,4,31,51,4,0.7672549019607843
217,4,32,1,1,0.0
218,4,33,1,2,0.0
219,4,34,6,2,1.0
220,4,35,6,3,0.6666666666666666
221,4,36,27,5,0.5720797720797705
222,4,37,4,2,1.0
223,4,38,7,3,0.6666666666666665
224,4,39,3,3,0.6666666666666666
225,4,40,2,2,1.0
226,4,41,4,3,0.6666666666666669
227,4,42,24,3,0.8526570048309156
228,4,43,1,1,0.0
229,4,44,42,5,0.577003484320562
230,4,45,1,2,0.0
231,4,46,10,3,0.8518518518518517
232,4,47,2,2,1.0
233,4,48,3,2,1.0
234,4,49,1,2,0.0
235,5,6,1,2,0.0
236,5,7,4,2,1.0
237,5,8,2,2,1.0
238,5,9,4,2,1.0
239,5,10,5,2,1.0
240,5,11,1,3,0.0
241,5,12,4,2,1.0
242,5,13,5,2,1.0
243,5,14,1,1,0.0
244,5,15,1,3,0.0
245,5,16,2,3,0.6666666666666667
246,5,17,1,1,0.0
247,5,18,1,3,0.0
248,5,19,23,3,0.8919631093544124
249,5,20,4,2,1.0
250,5,21,5,2,1.0
251,5,22,18,3,0.8823529411764708
252,5,23,130,4,0.8767143709004174
253,5,24,4,4,0.5
254,5,25,1,1,0.0
255,5,26,1,4,0.0
256,5,27,1,1,0.0
257,5,28,1,3,0.0
258,5,29,1,1,0.0
259,5,30,12,3,0.8484848484848478
260,5,31,1,1,0.0
261,5,32,107,4,0.8616205254805149
262,5,33,4,2,1.0
263,5,34,35,3,0.9025210084033622
264,5,35,5,2,1.0
265,5,36,1,2,0.0
266,5,37,1,2,0.0
267,5,38,7,2,1.0
268,5,39,3,2,1.0
269,5,40,2,2,1.0
270,5,41,5,2,1.0
271,5,42,1,1,0.0
272,5,43,38,3,0.9037458511142701
273,5,44,4,3,0.6666666666666669
274,5,45,5,2,1.0
275,5,46,5,3,0.7666666666666668
276,5,47,2,2,1.0
277,5,48,1,2,0.0
278,5,49,2,2,1.0
279,6,7,1,1,0.0
280,6,8,5,2,1.0
281,6,9,4,2,1.0
282,6,10,1,1,0.0
283,6,11,50,4,0.7010204081632653
284,6,12,7,2,1.0
285,6,13,42,3,0.9167634533488158
286,6,14,7,2,1.0
287,6,15,7,3,0.8253968253968251
288,6,16,11,3,0.8545454545454543
289,6,17,1,1,0.0
290,6,18,23,5,0.5256916996047429
291,6,19,2,2,1.0
292,6,20,1,1,0.0
293,6,21,4,2,1.0
294,6,22,1,2,0.0
295,6,23,11,3,0.8545454545454543
296,6,24,4,4,0.5
297,6,25,4,2,1.0
298,6,26,23,6,0.4380764163372851
299,6,27,7,2,1.0
300,6,28,23,5,0.5256916996047429
301,6,29,1,2,0.0
302,6,30,22,3,0.8888888888888878
303,6,31,31,3,0.8960573476702532
304,6,32,9,3,0.8333333333333336
305,6,33,6,2,1.0
306,6,34,4,2,1.0
307,6,35,1,1,0.0
308,6,36,23,4,0.6571146245059288
309,6,37,49,3,0.9206349206349189
310,6,38,8,2,1.0
311,6,39,28,3,0.8941798941798955
312,6,40,3,2,1.0
313,6,41,1,1,0.0
314,6,42,8,2,1.0
315,6,43,4,2,1.0
316,6,44,4,3,0.6666666666666669
317,6,45,1,1,0.0
318,6,46,1,3,0.0
319,6,47,43,3,0.9180509413067519
320,6,48,48,3,0.9202127659574434
321,6,49,1,1,0.0
322,7,8,1,1,0.0
323,7,9,7,2,1.0
324,7,10,1,1,0.0
325,7,11,10,3,0.6666666666666671
326,7,12,1,1,0.0
327,7,13,6,2,1.0
328,7,14,1,1,0.0
329,7,15,2,2,1.0
330,7,16,3,2,1.0
331,7,17,1,1,0.0
332,7,18,3,4,0.5
333,7,19,1,1,0.0
334,7,20,1,1,0.0
335,7,21,1,1,0.0
336,7,22,8,2,1.0
337,7,23,3,2,1.0
338,7,24,7,4,0.5
339,7,25,7,2,1.0
340,7,26,3,5,0.4000000000000001
341,7,27,1,1,0.0
342,7,28,3,4,0.5
343,7,29,6,2,1.0
344,7,30,6,2,1.0
345,7,31,4,2,1.0
346,7,32,2,2,1.0
347,7,33,1,1,0.0
348,7,34,1,1,0.0
349,7,35,1,1,0.0
350,7,36,3,3,0.6666666666666666
351,7,37,10,2,1.0
352,7,38,1,1,0.0
353,7,39,4,2,1.0
354,7,40,1,1,0.0
355,7,41,1,1,0.0
356,7,42,1,1,0.0
357,7,43,1,1,0.0
358,7,44,7,3,0.6666666666666665
359,7,45,1,1,0.0
360,7,46,37,3,0.8978978978978968
361,7,47,8,2,1.0
362,7,48,10,2,1.0
363,7,49,1,1,0.0
364,8,9,2,2,1.0
365,8,10,5,2,1.0
366,8,11,1,2,0.0
367,8,12,1,1,0.0
368,8,13,1,1,0.0
369,8,14,10,2,1.0
370,8,15,2,2,1.0
371,8,16,4,2,1.0
372,8,17,1,1,0.0
373,8,18,3,4,0.5
374,8,19,10,2,1.0
375,8,20,1,1,0.0
376,8,21,1,1,0.0
377,8,22,8,2,1.0
378,8,23,2,2,1.0
379,8,24,2,4,0.5
380,8,25,2,2,1.0
381,8,26,3,5,0.4000000000000001
382,8,27,10,2,1.0
383,8,28,3,4,0.5
384,8,29,5,2,1.0
385,8,30,8,2,1.0
386,8,31,4,2,1.0
387,8,32,2,2,1.0
388,8,33,1,1,0.0
389,8,34,1,1,0.0
390,8,35,9,2,1.0
391,8,36,3,3,0.6666666666666666
392,8,37,1,1,0.0
393,8,38,1,1,0.0
394,8,39,1,1,0.0
395,8,40,1,1,0.0
396,8,41,7,2,1.0
397,8,42,1,1,0.0
398,8,43,1,1,0.0
399,8,44,2,3,0.6666666666666667
400,8,45,1,1,0.0
401,8,46,4,2,1.0
402,8,47,1,1,0.0
403,8,48,1,1,0.0
404,8,49,1,1,0.0
405,9,10,1,1,0.0
406,9,11,23,4,0.6689723320158103
407,9,12,6,2,1.0
408,9,13,3,2,1.0
409,9,14,1,1,0.0
410,9,15,102,4,0.8811881188118812
411,9,16,164,4,0.9056935508005387
412,9,17,1,1,0.0
413,9,18,3,4,0.5
414,9,19,22,3,0.883116883116882
415,9,20,7,2,1.0
416,9,21,3,2,1.0
417,9,22,15,3,0.8571428571428579
418,9,23,118,4,0.8812110676517456
419,9,24,1,2,0.0
420,9,25,1,1,0.0
421,9,26,3,5,0.4000000000000001
422,9,27,1,1,0.0
423,9,28,3,4,0.5
424,9,29,2,2,1.0
425,9,30,3,3,0.6666666666666666
426,9,31,3,2,1.0
427,9,32,96,4,0.8588815789473684
428,9,33,5,2,1.0
429,9,34,39,3,0.9145299145299131
430,9,35,1,1,0.0
431,9,36,3,3,0.6666666666666666
432,9,37,23,3,0.8919631093544126
433,9,38,1,1,0.0
434,9,39,1,2,0.0
435,9,40,45,3,0.918855218855215
436,9,41,1,1,0.0
437,9,42,7,2,1.0
438,9,43,39,3,0.9145299145299131
439,9,44,1,1,0.0
440,9,45,6,2,1.0
441,9,46,101,4,0.8819306930693069
442,9,47,25,3,0.8988888888888882
443,9,48,23,3,0.8919631093544126
444,9,49,3,2,1.0
445,10,11,1,3,0.0
446,10,12,9,2,1.0
447,10,13,4,2,1.0
448,10,14,1,1,0.0
449,10,15,4,3,0.888888888888889
450,10,16,7,3,0.888888888888889
451,10,17,1,1,0.0
452,10,18,3,4,0.5
453,10,19,1,2,0.0
454,10,20,1,1,0.0
455,10,21,6,2,1.0
456,10,22,37,3,0.9099099099099096
457,10,23,5,3,0.8
458,10,24,1,3,0.0
459,10,25,1,1,0.0
460,10,26,3,5,0.4000000000000001
461,10,27,1,1,0.0
462,10,28,3,4,0.5
463,10,29,3,2,1.0
464,10,30,20,3,0.8894736842105258
465,10,31,4,2,1.0
466,10,32,4,3,0.7777777777777778
467,10,33,8,2,1.0
468,10,34,2,2,1.0
469,10,35,1,1,0.0
470,10,36,3,3,0.6666666666666666
471,10,37,1,2,0.0
472,10,38,1,1,0.0
473,10,39,2,2,1.0
474,10,40,3,2,1.0
475,10,41,1,1,0.0
476,10,42,1,1,0.0
477,10,43,2,2,1.0
478,10,44,1,2,0.0
479,10,45,10,2,1.0
480,10,46,4,3,0.6666666666666669
481,10,47,1,2,0.0
482,10,48,1,2,0.0
483,10,49,7,2,1.0
484,11,12,1,2,0.0
485,11,13,5,3,0.7666666666666668
486,11,14,4,3,0.6666666666666669
487,11,15,1,2,0.0
488,11,16,1,2,0.0
489,11,17,5,3,0.6666666666666669
490,11,18,24,6,0.4782608695652172
491,11,19,1,2,0.0
492,11,20,9,3,0.6666666666666669
493,11,21,1,2,0.0
494,11,22,1,2,0.0
495,11,23,7,3,0.6666666666666665
496,11,24,23,6,0.44598155467720624
497,11,25,24,4,0.6693840579710145
498,11,26,24,7,0.4099378881987594
499,11,27,4,3,0.6666666666666669
500,11,28,24,6,0.4782608695652172
501,11,29,5,3,0.7666666666666668
502,11,30,1,2,0.0
503,11,31,1,3,0.0
504,11,32,6,3,0.6666666666666666
505,11,33,1,2,0.0
506,11,34,1,2,0.0
507,11,35,3,3,0.6666666666666666
508,11,36,24,5,0.5739130434782598
509,11,37,1,1,0.0
510,11,38,4,3,0.6666666666666669
511,11,39,5,3,0.7666666666666668
512,11,40,1,2,0.0
513,11,41,2,3,0.6666666666666667
514,11,42,1,2,0.0
515,11,43,1,2,0.0
516,11,44,23,5,0.5351778656126477
517,11,45,11,3,0.6666666666666667
518,11,46,1,1,0.0
519,11,47,2,2,1.0
520,11,48,2,2,1.0
521,11,49,9,3,0.731481481481482
522,12,13,7,2,1.0
523,12,14,1,1,0.0
524,12,15,4,2,1.0
525,12,16,6,2,1.0
526,12,17,1,1,0.0
527,12,18,3,4,0.5
528,12,19,1,1,0.0
529,12,20,1,1,0.0
530,12,21,1,1,0.0
531,12,22,1,1,0.0
532,12,23,4,2,1.0
533,12,24,6,4,0.5
534,12,25,6,2,1.0
535,12,26,3,5,0.4000000000000001
536,12,27,1,1,0.0
537,12,28,3,4,0.5
538,12,29,7,2,1.0
539,12,30,10,2,1.0
540,12,31,4,2,1.0
541,12,32,3,2,1.0
542,12,33,1,1,0.0
543,12,34,1,1,0.0
544,12,35,1,1,0.0
545,12,36,3,3,0.6666666666666666
546,12,37,1,1,0.0
547,12,38,1,1,0.0
548,12,39,5,2,1.0
549,12,40,1,1,0.0
550,12,41,1,1,0.0
551,12,42,1,1,0.0
552,12,43,1,1,0.0
553,12,44,6,3,0.6666666666666666
554,12,45,1,1,0.0
555,12,46,4,2,1.0
556,12,47,1,1,0.0
557,12,48,1,1,0.0
558,12,49,1,1,0.0
559,13,14,1,1,0.0
560,13,15,7,3,0.8095238095238095
561,13,16,13,3,0.863247863247863
562,13,17,6,2,1.0
563,13,18,1,3,0.0
564,13,19,46,3,0.9201288244766466
565,13,20,6,2,1.0
566,13,21,6,2,1.0
567,13,22,36,3,0.9121693121693121
568,13,23,5,3,0.8
569,13,24,3,4,0.5
570,13,25,3,2,1.0
571,13,26,1,4,0.0
572,13,27,1,1,0.0
573,13,28,1,3,0.0
574,13,29,3,2,1.0
575,13,30,31,3,0.8989247311827978
576,13,31,1,1,0.0
577,13,32,5,3,0.8
578,13,33,1,1,0.0
579,13,34,2,2,1.0
580,13,35,5,2,1.0
581,13,36,1,2,0.0
582,13,37,4,2,1.0
583,13,38,1,1,0.0
584,13,39,1,1,0.0
585,13,40,4,2,1.0
586,13,41,4,2,1.0
587,13,42,1,1,0.0
588,13,43,3,2,1.0
589,13,44,3,3,0.6666666666666666
590,13,45,6,2,1.0
591,13,46,1,2,0.0
592,13,47,4,2,1.0
593,13,48,4,2,1.0
594,13,49,5,2,1.0
595,14,15,18,3,0.8888888888888891
596,14,16,28,3,0.908289241622576
597,14,17,1,1,0.0
598,14,18,1,3,0.0
599,14,19,4,2,1.0
600,14,20,1,1,0.0
601,14,21,1,1,0.0
602,14,22,3,2,1.0
603,14,23,20,3,0.8842105263157889
604,14,24,1,3,0.0
605,14,25,1,1,0.0
606,14,26,1,4,0.0
607,14,27,1,1,0.0
608,14,28,1,3,0.0
609,14,29,1,1,0.0
610,14,30,1,2,0.0
611,14,31,1,1,0.0
612,14,32,16,3,0.8666666666666675
613,14,33,1,1,0.0
614,14,34,6,2,1.0
615,14,35,1,1,0.0
616,14,36,1,2,0.0
617,14,37,4,2,1.0
618,14,38,1,1,0.0
619,14,39,6,2,1.0
620,14,40,8,2,1.0
621,14,41,1,1,0.0
622,14,42,1,1,0.0
623,14,43,6,2,1.0
624,14,44,1,2,0.0
625,14,45,1,1,0.0
626,14,46,18,3,0.8779956427015253
627,14,47,5,2,1.0
628,14,48,4,2,1.0
629,14,49,9,2,1.0
630,15,16,1,1,0.0
631,15,17,21,3,0.8904761904761896
632,15,18,68,6,0.5768949370793085
633,15,19,1,1,0.0
634,15,20,1,2,0.0
635,15,21,5,2,1.0
636,15,22,1,1,0.0
637,15,23,1,1,0.0
638,15,24,102,6,0.587458745874577
639,15,25,103,4,0.8820673900628212
640,15,26,68,7,0.4944813746394063
641,15,27,18,3,0.8888888888888893
642,15,28,68,6,0.5768949370793085
643,15,29,17,3,0.8848039215686282
644,15,30,1,1,0.0
645,15,31,1,3,0.0
646,15,32,1,1,0.0
647,15,33,2,2,1.0
648,15,34,9,2,1.0
649,15,35,14,3,0.8791208791208793
650,15,36,68,5,0.6922739244951507
651,15,37,1,1,0.0
652,15,38,16,3,0.8805555555555563
653,15,39,7,3,0.8095238095238093
654,15,40,5,2,1.0
655,15,41,11,3,0.8727272727272726
656,15,42,1,2,0.0
657,15,43,1,1,0.0
658,15,44,102,5,0.704950495049528
659,15,45,3,2,1.0
660,15,46,1,2,0.0
661,15,47,3,2,1.0
662,15,48,5,2,1.0
663,15,49,1,2,0.0
664,16,17,34,3,0.9138443256090336
665,16,18,113,6,0.5957648546143862
666,16,19,1,1,0.0
667,16,20,2,2,1.0
668,16,21,7,2,1.0
669,16,22,1,1,0.0
670,16,23,1,1,0.0
671,16,24,164,6,0.6037957005337591
672,16,25,166,4,0.9068273092369478
673,16,26,113,7,0.5106555896694887
674,16,27,28,3,0.9082892416225756
675,16,28,113,6,0.5957648546143862
676,16,29,24,3,0.8973429951690808
677,16,30,1,1,0.0
678,16,31,2,3,0.6666666666666667
679,16,32,1,1,0.0
680,16,33,4,2,1.0
681,16,34,1,1,0.0
682,16,35,23,3,0.9038208168642942
683,16,36,113,5,0.7149178255373405
684,16,37,1,1,0.0
685,16,38,27,3,0.907882241215575
686,16,39,13,3,0.8632478632478628
687,16,40,7,2,1.0
688,16,41,17,3,0.8921568627450985
689,16,42,2,2,1.0
690,16,43,1,1,0.0
691,16,44,164,5,0.7245548406404777
692,16,45,4,2,1.0
693,16,46,2,2,1.0
694,16,47,4,2,1.0
695,16,48,1,1,0.0
696,16,49,2,2,1.0
697,17,18,4,4,0.5
698,17,19,4,2,1.0
699,17,20,1,1,0.0
700,17,21,1,1,0.0
701,17,22,3,2,1.0
702,17,23,24,3,0.8864734299516894
703,17,24,1,3,0.0
704,17,25,1,1,0.0
705,17,26,4,5,0.39999999999999997
706,17,27,1,1,0.0
707,17,28,4,4,0.5
708,17,29,6,2,1.0
709,17,30,1,2,0.0
710,17,31,5,2,1.0
711,17,32,20,3,0.866666666666666
712,17,33,1,1,0.0
713,17,34,8,2,1.0
714,17,35,1,1,0.0
715,17,36,4,3,0.6666666666666669
716,17,37,5,2,1.0
717,17,38,1,1,0.0
718,17,39,4,2,1.0
719,17,40,8,2,1.0
720,17,41,1,1,0.0
721,17,42,1,1,0.0
722,17,43,8,2,1.0
723,17,44,1,2,0.0
724,17,45,1,1,0.0
725,17,46,21,3,0.8809523809523798
726,17,47,5,2,1.0
727,17,48,5,2,1.0
728,17,49,1,1,0.0
729,18,19,11,5,0.5090909090909091
730,18,20,3,4,0.5
731,18,21,2,4,0.5
732,18,22,8,5,0.5
733,18,23,69,6,0.5703324808184146
734,18,24,3,6,0.3333333333333333
735,18,25,4,4,0.5
736,18,26,1,1,0.0
737,18,27,1,3,0.0
738,18,28,1,1,0.0
739,18,29,3,4,0.5
740,18,30,2,5,0.4
741,18,31,1,3,0.0
742,18,32,58,6,0.5589836660617032
743,18,33,5,4,0.5
744,18,34,23,5,0.5375494071146238
745,18,35,3,4,0.5
746,18,36,1,1,0.0
747,18,37,22,5,0.5402597402597394
748,18,38,1,3,0.0
749,18,39,1,3,0.0
750,18,40,34,5,0.5497326203208548
751,18,41,3,4,0.5
752,18,42,7,4,0.5
753,18,43,25,5,0.5439999999999992
754,18,44,3,5,0.4000000000000001
755,18,45,3,4,0.5
756,18,46,2,5,0.4
757,18,47,25,5,0.5459999999999986
758,18,48,22,5,0.5402597402597394
759,18,49,1,4,0.0
760,19,20,8,2,1.0
761,19,21,1,1,0.0
762,19,22,1,1,0.0
763,19,23,1,1,0.0
764,19,24,22,5,0.5298701298701294
765,19,25,22,3,0.8831168831168819
766,19,26,11,6,0.4242424242424241
767,19,27,4,2,1.0
768,19,28,11,5,0.5090909090909089
769,19,29,3,2,1.0
770,19,30,1,1,0.0
771,19,31,19,3,0.8752436647173485
772,19,32,8,2,1.0
773,19,33,10,2,1.0
774,19,34,1,1,0.0
775,19,35,3,2,1.0
776,19,36,11,4,0.6363636363636364
777,19,37,1,1,0.0
778,19,38,3,2,1.0
779,19,39,38,3,0.906116642958747
780,19,40,1,1,0.0
781,19,41,3,2,1.0
782,19,42,8,2,1.0
783,19,43,1,1,0.0
784,19,44,22,4,0.6623376623376623
785,19,45,1,1,0.0
786,19,46,2,2,1.0
787,19,47,8,2,1.0
788,19,48,1,1,0.0
789,19,49,6,2,1.0
790,20,21,1,1,0.0
791,20,22,7,2,1.0
792,20,23,2,2,1.0
793,20,24,7,4,0.5
794,20,25,7,2,1.0
795,20,26,3,5,0.4000000000000001
796,20,27,1,1,0.0
797,20,28,3,4,0.5
798,20,29,6,2,1.0
799,20,30,5,2,1.0
800,20,31,4,2,1.0
801,20,32,2,2,1.0
802,20,33,1,1,0.0
803,20,34,1,1,0.0
804,20,35,1,1,0.0
805,20,36,3,3,0.6666666666666666
806,20,37,9,2,1.0
807,20,38,1,1,0.0
808,20,39,4,2,1.0
809,20,40,1,1,0.0
810,20,41,1,1,0.0
811,20,42,1,1,0.0
812,20,43,1,1,0.0
813,20,44,7,3,0.6666666666666665
814,20,45,1,1,0.0
815,20,46,35,3,0.8963585434173672
816,20,47,8,2,1.0
817,20,48,9,2,1.0
818,20,49,1,1,0.0
819,21,22,1,1,0.0
820,21,23,5,2,1.0
821,21,24,3,4,0.5
822,21,25,3,2,1.0
823,21,26,2,5,0.4
824,21,27,1,1,0.0
825,21,28,2,4,0.5
826,21,29,1,1,0.0
827,21,30,1,1,0.0
828,21,31,3,2,1.0
829,21,32,4,2,1.0
830,21,33,1,1,0.0
831,21,34,1,1,0.0
832,21,35,9,2,1.0
833,21,36,2,3,0.6666666666666667
834,21,37,1,1,0.0
835,21,38,10,2,1.0
836,21,39,4,2,1.0
837,21,40,1,1,0.0
838,21,41,8,2,1.0
839,21,42,1,1,0.0
840,21,43,1,1,0.0
841,21,44,3,3,0.6666666666666666
842,21,45,1,1,0.0
843,21,46,4,2,1.0
844,21,47,1,1,0.0
845,21,48,1,1,0.0
846,21,49,12,2,1.0
847,22,23,1,1,0.0
848,22,24,15,5,0.5142857142857143
849,22,25,15,3,0.8571428571428574
850,22,26,8,6,0.4166666666666667
851,22,27,3,2,1.0
852,22,28,8,5,0.5
853,22,29,3,2,1.0
854,22,30,1,1,0.0
855,22,31,14,3,0.8644688644688647
856,22,32,1,1,0.0
857,22,33,8,2,1.0
858,22,34,1,1,0.0
859,22,35,2,2,1.0
860,22,36,8,4,0.625
861,22,37,1,1,0.0
862,22,38,2,2,1.0
863,22,39,30,3,0.8996168582375497
864,22,40,1,1,0.0
865,22,41,2,2,1.0
866,22,42,6,2,1.0
867,22,43,1,1,0.0
868,22,44,15,4,0.6428571428571429
869,22,45,1,1,0.0
870,22,46,1,2,0.0
871,22,47,7,2,1.0
872,22,48,10,2,1.0
873,22,49,5,2,1.0
874,23,24,118,6,0.5874740451011359
875,23,25,118,4,0.8812110676517456
876,23,26,69,7,0.4888564121300667
877,23,27,20,3,0.8842105263157889
878,23,28,69,6,0.5703324808184135
879,23,29,16,3,0.8750000000000006
880,23,30,1,1,0.0
881,23,31,119,4,0.8673265916536106
882,23,32,1,1,0.0
883,23,33,2,2,1.0
884,23,34,1,1,0.0
885,23,35,17,3,0.872549019607844
886,23,36,69,5,0.6843989769820771
887,23,37,7,2,1.0
888,23,38,19,3,0.8732943469785572
889,23,39,5,3,0.8000000000000002
890,23,40,5,2,1.0
891,23,41,13,3,0.863247863247863
892,23,42,50,3,0.9178231292516998
893,23,43,1,1,0.0
894,23,44,118,5,0.7049688541214514
895,23,45,4,2,1.0
896,23,46,15,3,0.8603174603174609
897,23,47,2,2,1.0
898,23,48,5,2,1.0
899,23,49,2,2,1.0
900,24,25,1,3,0.0
901,24,26,3,7,0.2857142857142857
902,24,27,1,3,0.0
903,24,28,3,6,0.3333333333333333
904,24,29,2,4,0.5
905,24,30,3,5,0.4000000000000001
