,Timestamp,VC AD,VC ACC,VC ABC
134,1608,0.0,0.0,0.0
135,1620,0.0,0.0,0.0
136,1632,0.0,0.0,0.0
137,1644,0.0,0.0,0.0
138,1656,0.0,0.0,0.0
139,1668,0.0,0.0,0.0
140,1680,0.0,0.0,0.0
141,1692,0.0,0.0,0.0
142,1704,0.0,0.0,0.0
143,1716,0.0,0.0,0.0
144,1728,0.0,0.0,0.0
145,1740,0.0,0.0,0.0
146,1752,0.0,0.0,0.0
147,1764,0.0,0.0,0.0
148,1776,0.0,0.0,0.0
149,1788,0.0,0.0,0.0
150,0,0.0,0.0,0.0
151,12,0.0,0.0,0.0
152,24,0.0,0.0,0.0
153,36,0.0,0.0,0.0
154,48,0.0,0.0,0.0
155,60,0.0,0.0,0.0
156,72,0.0,0.0,0.0
157,84,0.0,0.0,0.0
158,96,0.0,0.0,0.0
159,108,0.0,0.0,0.0
160,120,0.0,0.0,0.0
161,132,0.0,0.0,0.0
162,144,0.0,0.0,0.0
163,156,0.0,0.0,0.0
164,168,0.0,0.0,0.0
165,180,0.0,0.0,0.0
166,192,0.0,0.0,0.0
167,204,0.0,0.0,0.0
168,216,0.0,0.0,0.0
169,228,0.0,0.0,0.0
170,240,0.0,0.0,0.0
171,252,0.0,0.0,0.0
172,264,0.0,0.0,0.0
173,276,0.0,0.0,0.0
174,288,0.0,0.0,0.0
175,300,0.0,0.0,0.0
176,312,0.0,0.0,0.0
177,324,0.0,0.0,0.0
178,336,0.0,0.0,0.0
179,348,0.0,0.0,0.0
180,360,0.0,0.0,0.0
181,372,0.0,0.0,0.0
182,384,0.0,0.0,0.0
183,396,0.0,0.0,0.0
184,408,0.0,0.0,0.0
185,420,0.0,0.0,0.0
186,432,0.0,0.0,0.0
187,444,0.0,0.0,0.0
188,456,0.0,0.0,0.0
189,468,0.0,0.0,0.0
190,480,0.0,0.0,0.0
191,492,0.0,0.0,0.0
192,504,0.0,0.0,0.0
193,516,0.0,0.0,0.0
194,528,0.0,0.0,0.0
195,540,0.0,0.0,0.0
196,552,0.0,0.0,0.0
197,564,0.0,0.0,0.0
198,576,0.0,0.0,0.0
199,588,0.0,0.0,0.0
200,600,0.0,0.0,0.0
201,612,0.0,0.0,0.0
202,624,0.0,0.0,0.0
203,636,0.0,0.0,0.0
204,648,0.0,0.0,0.0
205,660,0.0,0.0,0.0
206,672,0.0,0.0,0.0
207,684,0.0,0.0,0.0
208,696,0.0,0.0,0.0
209,708,0.0,0.0,0.0
210,720,0.0,0.0,0.0
211,732,0.0,0.0,0.0
212,744,0.0,0.0,0.0
213,756,0.0,0.0,0.0
214,768,0.0,0.0,0.0
215,780,0.0,0.0,0.0
216,792,0.0,0.0,0.0
217,804,0.0,0.0,0.0
218,816,0.0,0.0,0.0
219,828,0.0,0.0,0.0
220,840,0.0,0.0,0.0
221,852,0.0,0.0,0.0
222,864,0.0,0.0,0.0
223,876,0.0,0.0,0.0
224,888,0.0,0.0,0.0
225,900,0.0,0.0,0.0
226,912,0.0,0.0,0.0
227,924,0.0,0.0,0.0
228,936,0.0,0.0,0.0
229,948,0.0,0.0,0.0
230,960,0.0,0.0,0.0
231,972,0.0,0.0,0.0
232,984,0.0,0.0,0.0
233,996,0.0,0.0,0.0
234,1008,0.0,0.0,0.0
235,1020,0.0,0.0,0.0
236,1032,0.0,0.0,0.0
237,1044,0.0,0.0,0.0
238,1056,0.0,0.0,0.0
239,1068,0.0,0.0,0.0
240,1080,0.0,0.0,0.0
241,1092,0.0,0.0,0.0
242,1104,0.0,0.0,0.0
243,1116,0.0,0.0,0.0
244,1128,0.0,0.0,0.0
245,1140,0.0,0.0,0.0
246,1152,0.0,0.0,0.0
247,1164,0.0,0.0,0.0
248,1176,0.0,0.0,0.0
249,1188,0.0,0.0,0.0
250,1200,0.0,0.0,0.0
251,1212,0.0,0.0,0.0
252,1224,0.0,0.0,0.0
253,1236,0.0,0.0,0.0
254,1248,0.0,0.0,0.0
255,1260,0.0,0.0,0.0
256,1272,0.0,0.0,0.0
257,1284,0.0,0.0,0.0
258,1296,0.0,0.0,0.0
259,1308,0.0,0.0,0.0
260,1320,0.0,0.0,0.0
261,1332,0.0,0.0,0.0
262,1344,0.0,0.0,0.0
263,1356,0.0,0.0,0.0
264,1368,0.0,0.0,0.0
265,1380,0.0,0.0,0.0
266,1392,0.0,0.0,0.0
267,1404,0.0,0.0,0.0
268,1416,0.0,0.0,0.0
269,1428,0.0,0.0,0.0
270,1440,0.0,0.0,0.0
271,1452,0.0,0.0,0.0
272,1464,0.0,0.0,0.0
273,1476,0.0,0.0,0.0
274,1488,0.0,0.0,0.0
275,1500,0.0,0.0,0.0
276,1512,0.0,0.0,0.0
277,1524,0.0,0.0,0.0
278,1536,0.0,0.0,0.0
279,1548,0.0,0.0,0.0
280,1560,0.0,0.0,0.0
281,1572,0.0,0.0,0.0
282,1584,0.0,0.0,0.0
283,1596,0.0,0.0,0.0
284,1608,0.0,0.0,0.0
285,1620,0.0,0.0,0.0
286,1632,0.0,0.0,0.0
287,1644,0.0,0.0,0.0
288,1656,0.0,0.0,0.0
289,1668,0.0,0.0,0.0
290,1680,0.0,0.0,0.0
291,1692,0.0,0.0,0.0
292,1704,0.0,0.0,0.0
293,1716,0.0,0.0,0.0
294,1728,0.0,0.0,0.0
295,1740,0.0,0.0,0.0
296,1752,0.0,0.0,0.0
297,1764,0.0,0.0,0.0
298,1776,0.0,0.0,0.0
299,1788,0.0,0.0,0.0
300,0,0.0,0.0,0.0
301,12,0.0,0.0,0.0
302,24,0.0,0.0,0.0
303,36,0.0,0.0,0.0
304,48,0.0,0.0,0.0
305,60,0.0,0.0,0.0
306,72,0.0,0.0,0.0
307,84,0.0,0.0,0.0
308,96,0.0,0.0,0.0
309,108,0.0,0.0,0.0
310,120,0.0,0.0,0.0
311,132,0.0,0.0,0.0
312,144,0.0,0.0,0.0
313,156,0.0,0.0,0.0
314,168,0.0,0.0,0.0
315,180,0.0,0.0,0.0
316,192,0.0,0.0,0.0
317,204,0.0,0.0,0.0
318,216,0.0,0.0,0.0
319,228,0.0,0.0,0.0
320,240,0.0,0.0,0.0
321,252,0.0,0.0,0.0
322,264,0.0,0.0,0.0
323,276,0.0,0.0,0.0
324,288,0.0,0.0,0.0
325,300,0.0,0.0,0.0
326,312,0.0,0.0,0.0
327,324,0.0,0.0,0.0
328,336,0.0,0.0,0.0
329,348,0.0,0.0,0.0
330,360,0.0,0.0,0.0
331,372,0.0,0.0,0.0
332,384,0.0,0.0,0.0
333,396,0.0,0.0,0.0
334,408,0.0,0.0,0.0
335,420,0.0,0.0,0.0
336,432,0.0,0.0,0.0
337,444,0.0,0.0,0.0
338,456,0.0,0.0,0.0
339,468,0.0,0.0,0.0
340,480,0.0,0.0,0.0
341,492,0.0,0.0,0.0
342,504,0.0,0.0,0.0
343,516,0.0,0.0,0.0
344,528,0.0,0.0,0.0
345,540,0.0,0.0,0.0
346,552,0.0,0.0,0.0
347,564,0.0,0.0,0.0
348,576,0.0,0.0,0.0
349,588,0.0,0.0,0.0
350,600,0.0,0.0,0.0
351,612,0.0,0.0,0.0
352,624,0.0,0.0,0.0
353,636,0.0,0.0,0.0
354,648,0.0,0.0,0.0
355,660,0.0,0.0,0.0
356,672,0.0,0.0,0.0
357,684,0.0,0.0,0.0
358,696,0.0,0.0,0.0
359,708,0.0,0.0,0.0
360,720,0.0,0.0,0.0
361,732,0.0,0.0,0.0
362,744,0.0,0.0,0.0
363,756,0.0,0.0,0.0
364,768,0.0,0.0,0.0
365,780,0.0,0.0,0.0
366,792,0.0,0.0,0.0
367,804,0.0,0.0,0.0
368,816,0.0,0.0,0.0
369,828,0.0,0.0,0.0
370,840,0.0,0.0,0.0
371,852,0.0,0.0,0.0
372,864,0.0,0.0,0.0
373,876,0.0,0.0,0.0
374,888,0.0,0.0,0.0
375,900,0.0,0.0,0.0
376,912,0.0,0.0,0.0
377,924,0.0,0.0,0.0
378,936,0.0,0.0,0.0
379,948,0.0,0.0,0.0
380,960,0.0,0.0,0.0
381,972,0.0,0.0,0.0
382,984,0.0,0.0,0.0
383,996,0.0,0.0,0.0
384,1008,0.0,0.0,0.0
385,1020,0.0,0.0,0.0
386,1032,0.0,0.0,0.0
387,1044,0.0,0.0,0.0
388,1056,0.0,0.0,0.0
389,1068,0.0,0.0,0.0
390,1080,0.0,0.0,0.0
391,1092,0.0,0.0,0.0
392,1104,0.0,0.0,0.0
393,1116,0.0,0.0,0.0
394,1128,0.0,0.0,0.0
395,1140,0.0,0.0,0.0
396,1152,0.0,0.0,0.0
397,1164,0.0,0.0,0.0
398,1176,0.0,0.0,0.0
399,1188,0.0,0.0,0.0
400,1200,0.0,0.0,0.0
401,1212,0.0,0.0,0.0
402,1224,0.0,0.0,0.0
403,1236,0.0,0.0,0.0
404,1248,0.0,0.0,0.0
405,1260,0.0,0.0,0.0
406,1272,0.0,0.0,0.0
407,1284,0.0,0.0,0.0
408,1296,0.0,0.0,0.0
409,1308,0.0,0.0,0.0
410,1320,0.0,0.0,0.0
411,1332,0.0,0.0,0.0
412,1344,0.0,0.0,0.0
413,1356,0.0,0.0,0.0
414,1368,0.0,0.0,0.0
415,1380,0.0,0.0,0.0
416,1392,0.0,0.0,0.0
417,1404,0.0,0.0,0.0
418,1416,0.0,0.0,0.0
419,1428,0.0,0.0,0.0
420,1440,0.0,0.0,0.0
421,1452,0.0,0.0,0.0
422,1464,0.0,0.0,0.0
423,1476,0.0,0.0,0.0
424,1488,0.0,0.0,0.0
425,1500,0.0,0.0,0.0
426,1512,0.0,0.0,0.0
427,1524,0.0,0.0,0.0
428,1536,0.0,0.0,0.0
429,1548,0.0,0.0,0.0
430,1560,0.0,0.0,0.0
431,1572,0.0,0.0,0.0
432,1584,0.0,0.0,0.0
433,1596,0.0,0.0,0.0
434,1608,0.0,0.0,0.0
435,1620,0.0,0.0,0.0
436,1632,0.0,0.0,0.0
437,1644,0.0,0.0,0.0
438,1656,0.0,0.0,0.0
439,1668,0.0,0.0,0.0
440,1680,0.0,0.0,0.0
441,1692,0.0,0.0,0.0
442,1704,0.0,0.0,0.0
443,1716,0.0,0.0,0.0
444,1728,0.0,0.0,0.0
445,1740,0.0,0.0,0.0
446,1752,0.0,0.0,0.0
447,1764,0.0,0.0,0.0
448,1776,0.0,0.0,0.0
449,1788,0.0,0.0,0.0
450,0,0.0,0.0,0.0
451,12,0.0,0.0,0.0
452,24,0.0,0.0,0.0
453,36,0.0,0.0,0.0
454,48,0.0,0.0,0.0
455,60,0.0,0.0,0.0
456,72,0.0,0.0,0.0
457,84,0.0,0.0,0.0
458,96,0.0,0.0,0.0
459,108,0.0,0.0,0.0
460,120,0.0,0.0,0.0
461,132,0.0,0.0,0.0
462,144,0.0,0.0,0.0
463,156,0.0,0.0,0.0
464,168,0.0,0.0,0.0
465,180,0.0,0.0,0.0
466,192,0.0,0.0,0.0
467,204,0.0,0.0,0.0
468,216,0.0,0.0,0.0
469,228,0.0,0.0,0.0
470,240,0.0,0.0,0.0
471,252,0.0,0.0,0.0
472,264,0.0,0.0,0.0
473,276,0.0,0.0,0.0
474,288,0.0,0.0,0.0
475,300,0.0,0.0,0.0
476,312,0.0,0.0,0.0
477,324,0.0,0.0,0.0
478,336,0.0,0.0,0.0
479,348,0.0,0.0,0.0
480,360,0.0,0.0,0.0
481,372,0.0,0.0,0.0
482,384,0.0,0.0,0.0
483,396,0.0,0.0,0.0
484,408,0.0,0.0,0.0
485,420,0.0,0.0,0.0
486,432,0.0,0.0,0.0
487,444,0.0,0.0,0.0
488,456,0.0,0.0,0.0
489,468,0.0,0.0,0.0
490,480,0.0,0.0,0.0
491,492,0.0,0.0,0.0
492,504,0.0,0.0,0.0
493,516,0.0,0.0,0.0
494,528,0.0,0.0,0.0
495,540,0.0,0.0,0.0
496,552,0.0,0.0,0.0
497,564,0.0,0.0,0.0
498,576,0.0,0.0,0.0
499,588,0.0,0.0,0.0
500,600,0.0,0.0,0.0
501,612,0.0,0.0,0.0
502,624,0.0,0.0,0.0
503,636,0.0,0.0,0.0
504,648,0.0,0.0,0.0
505,660,0.0,0.0,0.0
506,672,0.0,0.0,0.0
507,684,0.0,0.0,0.0
508,696,0.0,0.0,0.0
509,708,0.0,0.0,0.0
510,720,0.0,0.0,0.0
511,732,0.0,0.0,0.0
512,744,0.0,0.0,0.0
513,756,0.0,0.0,0.0
514,768,0.0,0.0,0.0
515,780,0.0,0.0,0.0
516,792,0.0,0.0,0.0
517,804,0.0,0.0,0.0
518,816,0.0,0.0,0.0
519,828,0.0,0.0,0.0
520,840,0.0,0.0,0.0
521,852,0.0,0.0,0.0
522,864,0.0,0.0,0.0
523,876,0.0,0.0,0.0
524,888,0.0,0.0,0.0
525,900,0.0,0.0,0.0
526,912,0.0,0.0,0.0
527,924,0.0,0.0,0.0
528,936,0.0,0.0,0.0
529,948,0.0,0.0,0.0
530,960,0.0,0.0,0.0
531,972,0.0,0.0,0.0
532,984,0.0,0.0,0.0
533,996,0.0,0.0,0.0
534,1008,0.0,0.0,0.0
535,1020,0.0,0.0,0.0
536,1032,0.0,0.0,0.0
537,1044,0.0,0.0,0.0
538,1056,0.0,0.0,0.0
539,1068,0.0,0.0,0.0
540,1080,0.0,0.0,0.0
541,1092,0.0,0.0,0.0
542,1104,0.0,0.0,0.0
543,1116,0.0,0.0,0.0
544,1128,0.0,0.0,0.0
545,1140,0.0,0.0,0.0
546,1152,0.0,0.0,0.0
547,1164,0.0,0.0,0.0
548,1176,0.0,0.0,0.0
549,1188,0.0,0.0,0.0
550,1200,0.0,0.0,0.0
551,1212,0.0,0.0,0.0
552,1224,0.0,0.0,0.0
553,1236,0.0,0.0,0.0
554,1248,0.0,0.0,0.0
555,1260,0.0,0.0,0.0
556,1272,0.0,0.0,0.0
557,1284,0.0,0.0,0.0
558,1296,0.0,0.0,0.0
559,1308,0.0,0.0,0.0
560,1320,0.0,0.0,0.0
561,1332,0.0,0.0,0.0
562,1344,0.0,0.0,0.0
563,1356,0.0,0.0,0.0
564,1368,0.0,0.0,0.0
565,1380,0.0,0.0,0.0
566,1392,0.0,0.0,0.0
567,1404,0.0,0.0,0.0
568,1416,0.0,0.0,0.0
569,1428,0.0,0.0,0.0
570,1440,0.0,0.0,0.0
571,1452,0.0,0.0,0.0
572,1464,0.0,0.0,0.0
573,1476,0.0,0.0,0.0
574,1488,0.0,0.0,0.0
575,1500,0.0,0.0,0.0
576,1512,0.0,0.0,0.0
577,1524,0.0,0.0,0.0
578,1536,0.0,0.0,0.0
579,1548,0.0,0.0,0.0
580,1560,0.0,0.0,0.0
581,1572,0.0,0.0,0.0
582,1584,0.0,0.0,0.0
583,1596,0.0,0.0,0.0
584,1608,0.0,0.0,0.0
585,1620,0.0,0.0,0.0
586,1632,0.0,0.0,0.0
587,1644,0.0,0.0,0.0
588,1656,0.0,0.0,0.0
589,1668,0.0,0.0,0.0
590,1680,0.0,0.0,0.0
591,1692,0.0,0.0,0.0
592,1704,0.0,0.0,0.0
593,1716,0.0,0.0,0.0
594,1728,0.0,0.0,0.0
595,1740,0.0,0.0,0.0
596,1752,0.0,0.0,0.0
597,1764,0.0,0.0,0.0
598,1776,0.0,0.0,0.0
599,1788,0.0,0.0,0.0
600,0,0.0,0.0,0.0
601,12,0.0,0.0,0.0
602,24,0.0,0.0,0.0
603,36,0.0,0.0,0.0
604,48,0.0,0.0,0.0
605,60,0.0,0.0,0.0
606,72,0.0,0.0,0.0
607,84,0.0,0.0,0.0
608,96,0.0,0.0,0.0
609,108,0.0,0.0,0.0
610,120,0.0,0.0,0.0
611,132,0.0,0.0,0.0
612,144,0.0,0.0,0.0
613,156,0.0,0.0,0.0
614,168,0.0,0.0,0.0
615,180,0.0,0.0,0.0
616,192,0.0,0.0,0.0
617,204,0.0,0.0,0.0
618,216,0.0,0.0,0.0
619,228,0.0,0.0,0.0
620,240,0.0,0.0,0.0
621,252,0.0,0.0,0.0
622,264,0.0,0.0,0.0
623,276,0.0,0.0,0.0
624,288,0.0,0.0,0.0
625,300,0.0,0.0,0.0
626,312,0.0,0.0,0.0
627,324,0.0,0.0,0.0
628,336,0.0,0.0,0.0
629,348,0.0,0.0,0.0
630,360,0.0,0.0,0.0
631,372,0.0,0.0,0.0
632,384,0.0,0.0,0.0
633,396,0.0,0.0,0.0
634,408,0.0,0.0,0.0
635,420,0.0,0.0,0.0
636,432,0.0,0.0,0.0
637,444,0.0,0.0,0.0
638,456,0.0,0.0,0.0
639,468,0.0,0.0,0.0
640,480,0.0,0.0,0.0
641,492,0.0,0.0,0.0
642,504,0.0,0.0,0.0
643,516,0.0,0.0,0.0
644,528,0.0,0.0,0.0
645,540,0.0,0.0,0.0
646,552,0.0,0.0,0.0
647,564,0.0,0.0,0.0
648,576,0.0,0.0,0.0
649,588,0.0,0.0,0.0
650,600,0.0,0.0,0.0
651,612,0.0,0.0,0.0
652,624,0.0,0.0,0.0
653,636,0.0,0.0,0.0
654,648,0.0,0.0,0.0
655,660,0.0,0.0,0.0
656,672,0.0,0.0,0.0
657,684,0.0,0.0,0.0
658,696,0.0,0.0,0.0
659,708,0.0,0.0,0.0
660,720,0.0,0.0,0.0
661,732,0.0,0.0,0.0
662,744,0.0,0.0,0.0
663,756,0.0,0.0,0.0
664,768,0.0,0.0,0.0
665,780,0.0,0.0,0.0
666,792,0.0,0.0,0.0
667,804,0.0,0.0,0.0
668,816,0.0,0.0,0.0
669,828,0.0,0.0,0.0
670,840,0.0,0.0,0.0
671,852,0.0,0.0,0.0
672,864,0.0,0.0,0.0
673,876,0.0,0.0,0.0
674,888,0.0,0.0,0.0
675,900,0.0,0.0,0.0
676,912,0.0,0.0,0.0
677,924,0.0,0.0,0.0
678,936,0.0,0.0,0.0
679,948,0.0,0.0,0.0
680,960,0.0,0.0,0.0
681,972,0.0,0.0,0.0
682,984,0.0,0.0,0.0
683,996,0.0,0.0,0.0
684,1008,0.0,0.0,0.0
685,1020,0.0,0.0,0.0
686,1032,0.0,0.0,0.0
687,1044,0.0,0.0,0.0
688,1056,0.0,0.0,0.0
689,1068,0.0,0.0,0.0
690,1080,0.0,0.0,0.0
691,1092,0.0,0.0,0.0
692,1104,0.0,0.0,0.0
693,1116,0.0,0.0,0.0
694,1128,0.0,0.0,0.0
695,1140,0.0,0.0,0.0
696,1152,0.0,0.0,0.0
697,1164,0.0,0.0,0.0
698,1176,0.0,0.0,0.0
699,1188,0.0,0.0,0.0
700,1200,0.0,0.0,0.0
701,1212,0.0,0.0,0.0
702,1224,0.0,0.0,0.0
703,1236,0.0,0.0,0.0
704,1248,0.0,0.0,0.0
705,1260,0.0,0.0,0.0
706,1272,0.0,0.0,0.0
707,1284,0.0,0.0,0.0
708,1296,0.0,0.0,0.0
709,1308,0.0,0.0,0.0
710,1320,0.0,0.0,0.0
711,1332,0.0,0.0,0.0
712,1344,0.0,0.0,0.0
713,1356,0.0,0.0,0.0
714,1368,0.0,0.0,0.0
715,1380,0.0,0.0,0.0
716,1392,0.0,0.0,0.0
717,1404,0.0,0.0,0.0
718,1416,0.0,0.0,0.0
719,1428,0.0,0.0,0.0
720,1440,0.0,0.0,0.0
721,1452,0.0,0.0,0.0
722,1464,0.0,0.0,0.0
723,1476,0.0,0.0,0.0
724,1488,0.0,0.0,0.0
725,1500,0.0,0.0,0.0
726,1512,0.0,0.0,0.0
727,1524,0.0,0.0,0.0
728,1536,0.0,0.0,0.0
729,1548,0.0,0.0,0.0
730,1560,0.0,0.0,0.0
731,1572,0.0,0.0,0.0
732,1584,0.0,0.0,0.0
733,1596,0.0,0.0,0.0
734,1608,0.0,0.0,0.0
735,1620,0.0,0.0,0.0
736,1632,0.0,0.0,0.0
737,1644,0.0,0.0,0.0
738,1656,0.0,0.0,0.0
739,1668,0.0,0.0,0.0
740,1680,0.0,0.0,0.0
741,1692,0.0,0.0,0.0
742,1704,0.0,0.0,0.0
743,1716,0.0,0.0,0.0
744,1728,0.0,0.0,0.0
745,1740,0.0,0.0,0.0
746,1752,0.0,0.0,0.0
747,1764,0.0,0.0,0.0
748,1776,0.0,0.0,0.0
749,1788,0.0,0.0,0.0
750,0,0.0,0.0,0.0
751,12,0.0,0.0,0.0
752,24,0.0,0.0,0.0
753,36,0.0,0.0,0.0
754,48,0.0,0.0,0.0
755,60,0.0,0.0,0.0
756,72,0.0,0.0,0.0
757,84,0.0,0.0,0.0
758,96,0.0,0.0,0.0
759,108,0.0,0.0,0.0
760,120,0.0,0.0,0.0
761,132,0.0,0.0,0.0
762,144,0.0,0.0,0.0
763,156,0.0,0.0,0.0
764,168,0.0,0.0,0.0
765,180,0.0,0.0,0.0
766,192,0.0,0.0,0.0
767,204,0.0,0.0,0.0
768,216,0.0,0.0,0.0
769,228,0.0,0.0,0.0
770,240,0.0,0.0,0.0
771,252,0.0,0.0,0.0
772,264,0.0,0.0,0.0
773,276,0.0,0.0,0.0
774,288,0.0,0.0,0.0
775,300,0.0,0.0,0.0
776,312,0.0,0.0,0.0
777,324,0.0,0.0,0.0
778,336,0.0,0.0,0.0
779,348,0.0,0.0,0.0
780,360,0.0,0.0,0.0
781,372,0.0,0.0,0.0
782,384,0.0,0.0,0.0
783,396,0.0,0.0,0.0
784,408,0.0,0.0,0.0
785,420,0.0,0.0,0.0
786,432,0.0,0.0,0.0
787,444,0.0,0.0,0.0
788,456,0.0,0.0,0.0
789,468,0.0,0.0,0.0
790,480,0.0,0.0,0.0
791,492,0.0,0.0,0.0
792,504,0.0,0.0,0.0
793,516,0.0,0.0,0.0
794,528,0.0,0.0,0.0
795,540,0.0,0.0,0.0
796,552,0.0,0.0,0.0
797,564,0.0,0.0,0.0
798,576,0.0,0.0,0.0
799,588,0.0,0.0,0.0
800,600,0.0,0.0,0.0
801,612,0.0,0.0,0.0
802,624,0.0,0.0,0.0
803,636,0.0,0.0,0.0
804,648,0.0,0.0,0.0
805,660,0.0,0.0,0.0
806,672,0.0,0.0,0.0
807,684,0.0,0.0,0.0
808,696,0.0,0.0,0.0
809,708,0.0,0.0,0.0
810,720,0.0,0.0,0.0
811,732,0.0,0.0,0.0
812,744,0.0,0.0,0.0
813,756,0.0,0.0,0.0
814,768,0.0,0.0,0.0
815,780,0.0,0.0,0.0
816,792,0.0,0.0,0.0
817,804,0.0,0.0,0.0
818,816,0.0,0.0,0.0
819,828,0.0,0.0,0.0
820,840,0.0,0.0,0.0
821,852,0.0,0.0,0.0
822,864,0.0,0.0,0.0
823,876,0.0,0.0,0.0
824,888,0.0,0.0,0.0
825,900,0.0,0.0,0.0
826,912,0.0,0.0,0.0
827,924,0.0,0.0,0.0
828,936,0.0,0.0,0.0
829,948,0.0,0.0,0.0
830,960,0.0,0.0,0.0
831,972,0.0,0.0,0.0
832,984,0.0,0.0,0.0
833,996,0.0,0.0,0.0
834,1008,0.0,0.0,0.0
835,1020,0.0,0.0,0.0
836,1032,0.0,0.0,0.0
837,1044,0.0,0.0,0.0
838,1056,0.0,0.0,0.0
839,1068,0.0,0.0,0.0
840,1080,0.0,0.0,0.0
841,1092,0.0,0.0,0.0
842,1104,0.0,0.0,0.0
843,1116,0.0,0.0,0.0
844,1128,0.0,0.0,0.0
845,1140,0.0,0.0,0.0
846,1152,0.0,0.0,0.0
847,1164,0.0,0.0,0.0
848,1176,0.0,0.0,0.0
849,1188,0.0,0.0,0.0
